comment,VALUE
"Sistem support networknya masih sering erorr.. Beberapa transaksi saya pun poinnya sering ga masuk.. Ketika hal itu terjadi apalagi pada saat hari libur, sulit sekali untuk menghubungi call centrenya.. Service Standart ganda ..tak berlaku feedback berupa kebijakan lain buat cust pengguna apk manakala dia adalah driver online.. Hffftt..",Negatif
Gimna sih kok keluar terus🙄 gabisa dibuka,Negatif
Setiap sya beli stabucks poin nya bnyak g masuk,Positif
Good,Positif
Good banget deh,Positif
Ok,Positif
good,Positif
Gak bisa cek saldo,Negatif
Keren.. Cuma kurang mulus servernya,Positif
Coba,Negatif
Eror melulu..,Negatif
Kok saldo saya jadi Nol padahal sisa 249 ribu aneh dicuri kah?,Negatif
Eror kah ?,Negatif
Payah. Unstable connection molo. Ga guna,Negatif
Good,Positif
Biasa,Negatif
lamaa loadingnya,Negatif
Error dah lama ga dibener2in.. S*ckss..,Negatif
"Parah bgt nih server sbux apps lagi error gila!!! gw masa gak bisa masuk2 
via aplikasi tapi pas gw coba masuk via web eh ternyata bisa. Awalnya gw 
kira gw yg salah input password nya... tolong yah cepet di perbaiki.",Negatif
"Apakah aplikasinya sedang erorr?? Saya gak bisa masuk2 ke aplikasi selalu 
ditendang ke luar. Sudah di uninstal masuk lagi. Malah gak mau tukisanya 
tidak bisa conet ke server?? Trina kasih bntuannya",Negatif
Kenapa kaga bisa connect to server mulu???,Negatif
"Tidak Compatible dengan Xiaomi MIUI 9, Sering Keluar Dari Aplikasi dengan 
sendirinya",Negatif
"Percuma bikin aplikasi ecard kalo ngadat terus. CRM dan ITnya ga siap. Udah 
berkali kali ngadat pas mau bayar.",Negatif
"Aplikasi lag... error... saldo saya yg tersisa tidak bisa dipakai. 
Complaint ke customer service tidak ditanggapi...",Negatif
Minuman sedap !?!?!? Cocok buat para sultan😎,Positif
"Tidak bisa sign in,karena tidak bisa terkoneksi ke server starbucks..mohon 
diperbaiki",Negatif
"UpdTe gambar kartu lemot... Saldo tidak tampak... Kecewa... Masih banyak 
bug...",Negatif
"Mau tanya dong kok ngak bisa login dari kemaren server error terus kenapa 
ya udah di coba unistal terus instal lagi juga gak bisa",Positif
Aplikadi yg membantu tp knp suka ga kebuka ya,Positif
Excellent application,Positif
Update the menu why u dont have pinkity drinkity 😂 ( pink drink ),Negatif
Yes,Negatif
"masih banyak bug, update gambar kartu lemot tolong di perbaiki",Negatif
Oke,Positif
"Coba dulu karena lewat mobile app sering eror, msh bagus lewat email",Negatif
Tumbler unik n keren,Positif
bagus,Positif
Enak n mudah d cari,Positif
No kartu maksudnya apa,Negatif
Hot chocolate is very delicius,Positif
Mantabs,Positif
Coffeenya oke,Positif
Coba dlu,Positif
Saya tidak suka,Negatif
Keren,Positif
Masih banyak bug tolong di perbaiki lagi,Negatif
habis di update knapa force closed terus ya :(,Negatif
good,Positif
Transfer saldo ga ada pilihan nominal,Negatif
Kok diaplikasi pesan promo tidak seupdate yg ada di email yah?,Negatif
I LOVE IT,Positif
I like this,Positif
uwew,Positif
"Star nya kadang"" dapet, kadang"" ngga dapet.. 🤔",Negatif
Semakin menarik,Positif
Selalu beri discount yg terbaik,Positif
Reward ngga pernah bisa di check..,Negatif
mudah cek apa aja... LOVE IT..!! 😘😘,Positif
bagus,Positif
Kenapa say log in ga bsa ? Apa karena applikasi nya ? Saya log in dj USA bsa,Negatif
Komen yg lain ga jelas amat :v,Positif
Americano!!!!,Positif
"Terlalu ribet, sy sbg custemer sangat kecewa",Negatif
Thks,Positif
Baik,Positif
Coffeenya mantap,Positif
Ciptakan cita rasa yang lebih nikmat lagi......,Positif
Bagus,Positif
Sangat baik,Positif
Ok,Positif
keren,Positif
Good,Positif
perbanyak promo2 asyik nya,Positif
Great,Positif
Apa2an id card sama passwordnya di persulit malah lupa sandinya,Negatif
Percuma gak bisa log in..  Tapi kalo via web bisa..,Negatif
Unicorn Frapp please,Positif
Bagus,Positif
"Minta tolong regist-in card sama barista di gerai starbucks stasiun manggarai, tapi dia nolak. emang apa susahnya bantuin customer untuk regist?? itu yang nolak saya gak tau siapa namanya, tp yang jelas cewe, kulit putih, matanya sipit. tolong ya di perbaiki .",Negatif
Delecius,Positif
Dari dulu ampe sekarang pembaruan riwerd gue kaga bisa di cek payah. tolong dikembangkan dengan baik,Negatif
Reward loadingg truss nda bisa diliat fix dulu donk,Negatif
Great apps,Positif
Menuh menuhin memory saja,Negatif
Aaa,Positif
Gak bisa liat saldo nya tinggal berapa biar udah di update juga coba tolong di perbaiki,Negatif
Kalo bagus nambah bintang nya,Negatif
Eror mulu,Negatif
mantab,Positif
Good,Positif
Tidak bisa di buka...,Negatif
"Sejak sebelum diperbarui sampai setelah diperbarui, reward saya ngga pernah bisa dicek. Tolong diperbaiki lagi. Terimakasih",Negatif
berfungsi dengan baik tapi sayang reward gak pernah bisa di buka. loadingnya gak beres2. fix it please,Negatif
Tempatnya nyaman untuk nongki,Positif
tambahin cara top dengan berbagai metode pembayaran,Positif
Sangat membantu,Positif
Nggak bisa connect,Negatif
Semoga makin banyak bonus gratisannya,Positif
Willy Wonka Frappuccino Enak :D,Positif
"BRAVO...!!! Pada awalnya sih sempat bingung, aplikasinya kok cukup ""sekian dan terima kasih"".. Eh pas q tanya ke kasirnya cukup pakai kartunya aja. Ternyata bisa untuk cek balance, transaksi. Bahkan reward. Makasih karena sangat membantu",Positif
💜💜💜💜💜,Positif
Setelah di update buka rewardsnya lama bgt dan ga kebuka kebuka.. Cek saldo aja mesti di refresh,Negatif
"Thanks! Now I'm able to check my balance, but sometimes I experience forced close.",Negatif
Gak bs daftar,Negatif
Barcodenya hilang dan loading terus,Negatif
Hidup emng pahit tpi klo sama kopi di s,Positif
"Kadang mau refresh saldo aja suka lama, buka reward nya pun sama kadang loading doang ga ke buka2 -_-",Negatif
Bgt,Positif
Agak lalot kan,Positif
Tempat favorite saya,Positif
In this so-called digitalized-era we don't have to worry any longer about left the card,Positif
kalo nggak pake cc ga bisa ya ? sy ga ada cc. soalnya masih sekolah.,Negatif
Good coffe,Positif
Terima kasih,Positif
Bagus semantraa tidak ada masalag,Positif
Good and nice ambience at plasa indonesia.i like it so much,Positif
Ini gmn gak bisa masuk reloadnya kelamaan abis di update,Negatif
Setelah diupdate malah jadi lama buka reward sama saldo kartu harus direfresh dulu. Padahal versi sebelumnya langsung refresh sendiri. Tolong diperbaiki lagi di versi berikutnya. Thanks.,Negatif
Curve,Positif
Best app,Positif
Jobs,Positif
Enak bisa pesan antar,Positif
Meyenangkan..,Positif
"Kebantu ga perlu bawa card, bs langsung scan barcode. Sering keluar sendiri aplikasi nya. Loading nya suka, pas mau cek saldo sm mau cek reward nya. Tolong di bagusin lagi aplikasi nya",Negatif
3 dulu deh belum coba neh,Negatif
"Cuma bisa buka aplikasi sama akun.. Cek saldo, cek rewards, dll gada yg bisa sama sekali",Negatif
"untuk isi ulang saldo harus pake kartu kredit, mudahin dunk isi ulang pakek atm.",Negatif
Suka,Positif
Keren,Positif
Yes,Positif
Love love love,Positif
Harus punya kartu kredit ya cuman buat ngopi doang... mudahin dong register nya pake akun fb/google kek.. biar mudah.. emang gw ga bisa bayar apa kalo ga punya kartu kredit. !!,Negatif
The Starbuck Card Erorr !!,Negatif
Banyak membantu fiturnya kurang,Negatif
Loading nya terlalu lama tolong dibenahi deh.  Appnya Bagus tapi kalo kaya gini males juga ya,Negatif
"Jadi Lebih Mudah, Thanks Starbucks 😙😘😚",Positif
"Yang bagus cuman pembayaran melalui barcode yang discankan ke mesin kasir.   Selain itu, untuk cek saldo masih lama, load kartu terlalu lama. Masih lebih cepat untuk ngecek langsung via website. Perpindahan satu menu ke menu lainnya juga lama.",Negatif
Good,Positif
alhamdulillah ☺,Positif
